alpha_group,name,url,slug,doc_id,site,category,aliases,short_text_simple,long_text_complex,next_step,disclaimer,jargon_terms,short_avg_sentence_len,short_avg_word_len,short_word_count,short_sentence_count,long_avg_sentence_len,long_avg_word_len,long_word_count,long_sentence_count,short_readability_score,long_readability_score
I,Infantiel nystagmus syndroom,https://www.erfelijkheid.nl/ziektes/infantiel-nystagmus-syndroom,infantiel-nystagmus-syndroom,infantiel-nystagmus-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,infantiel nystagmus syn|infantiel nystagmus syndroom|infantielnystagmussyndroom,"Infantiel nystagmus syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Infantiel nystagmus syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.5,4.448275862068965,29,2,13.25,7.226415094339623,53,4,10.479310344827585,10.840566037735849
I,Infantiele siaalzuurstapelingsziekte,https://www.erfelijkheid.nl/ziektes/infantiele-siaalzuurstapelingsziekte,infantiele-siaalzuurstapelingsziekte,infantiele-siaalzuurstapelingsziekte,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,infantiele siaalzuurstapelingsziekte|infantielesiaalzuurstapelingsziekte,Infantiele siaalzuurstapelingsziekte is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Infantiele siaalzuurstapelingsziekte wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,6.545454545454546,22,2,13.0,7.538461538461538,52,4,9.218181818181819,10.815384615384616
I,IRIDA (IJzer-refractaire ijzer deficiëntie anemie),https://www.erfelijkheid.nl/ziektes/IRIDA,IRIDA,IRIDA,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,IRIDA|irida ijzer refractaire ijzer deficientie anemie|irida ijzer-refractaire ijzer deficientie anemie|irida ijzer-refractaire ijzer deficiëntie anemie|iridaijzer-refractaireijzerdeficientieanemie,"IRIDA (IJzer-refractaire ijzer deficiëntie anemie) is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",IRIDA (IJzer-refractaire ijzer deficiëntie anemie) wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,16.0,4.5625,32,2,14.0,7.142857142857143,56,4,11.425,11.257142857142858
I,Isovaleriaan acidurie,https://www.erfelijkheid.nl/ziektes/isovaleriaan-acidurie,isovaleriaan-acidurie,isovaleriaan-acidurie,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,isovaleriaan acidurie|isovaleriaanacidurie,Isovaleriaan acidurie is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"Isovaleriaan acidurie betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,11.0,5.863636363636363,22,2,14.75,6.762711864406779,59,4,8.945454545454545,11.555084745762711
J,Jacobsen syndroom,https://www.erfelijkheid.nl/ziektes/jacobsen-syndroom,jacobsen-syndroom,jacobsen-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,jacobsen syn|jacobsen syndroom|jacobsensyndroom,Jacobsen syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Jacobsen syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,5.681818181818182,22,2,13.0,7.173076923076923,52,4,8.872727272727273,10.669230769230769
J,Jervell-Lange-Nielsen syndroom,https://www.erfelijkheid.nl/ziektes/jervell-lange-nielsen-syndroom,jervell-lange-nielsen-syndroom,jervell-lange-nielsen-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,jervell lange nielsen syndroom|jervell-lange-nielsen syn|jervell-lange-nielsen syndroom|jervell-lange-nielsensyndroom,Jervell-Lange-Nielsen syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"Jervell-Lange-Nielsen syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.0,5.666666666666667,24,2,15.25,6.655737704918033,61,4,9.466666666666667,11.812295081967214
J,Jeugdreuma,https://www.erfelijkheid.nl/ziektes/jeugdreuma,jeugdreuma,jeugdreuma,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,jeugdreuma,Jeugdreuma is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Jeugdreuma wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,10.5,5.666666666666667,21,2,12.75,7.196078431372549,51,4,8.566666666666666,10.528431372549019
J,Jeune syndroom,https://www.erfelijkheid.nl/ziektes/jeune-syndroom,jeune-syndroom,jeune-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,jeune syn|jeune syndroom|jeunesyndroom,Jeune syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Jeune syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,5.545454545454546,22,2,13.0,7.115384615384615,52,4,8.818181818181818,10.646153846153846
J,Job syndroom,https://www.erfelijkheid.nl/ziektes/job-syndroom,job-syndroom,job-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,job syn|job syndroom|jobsyndroom,Bij Job syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"Job syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,4.2,25,2,14.75,6.610169491525424,59,4,9.18,11.49406779661017
J,Joubert syndroom,https://www.erfelijkheid.nl/ziektes/joubert-syndroom,joubert-syndroom,joubert-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,joubert syn|joubert syndroom|joubertsyndroom,Bij Joubert syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"Joubert syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,4.36,25,2,14.75,6.677966101694915,59,4,9.244,11.521186440677965
J,Juveniele polyposis syndroom,https://www.erfelijkheid.nl/ziektes/juveniele-polyposis-syndroom,juveniele-polyposis-syndroom,juveniele-polyposis-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,juveniele polyposis syn|juveniele polyposis syndroom|juvenielepolyposissyndroom,Bij Juveniele polyposis syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Juveniele polyposis syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,13.0,4.615384615384615,26,2,13.25,7.226415094339623,53,4,9.646153846153846,10.840566037735849
K,Kabuki syndroom,https://www.erfelijkheid.nl/ziektes/kabuki-syndroom,kabuki-syndroom,kabuki-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kabuki syn|kabuki syndroom|kabukisyndroom,Bij Kabuki syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Kabuki syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,12.5,4.32,25,2,13.0,7.134615384615385,52,4,9.228,10.653846153846153
K,Kallmann syndroom,https://www.erfelijkheid.nl/ziektes/kallmann-syndroom,kallmann-syndroom,kallmann-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kallmann syn|kallmann syndroom|kallmannsyndroom,Bij Kallmann syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Kallmann syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,12.5,4.4,25,2,13.0,7.173076923076923,52,4,9.26,10.669230769230769
K,Kartagener syndroom,https://www.erfelijkheid.nl/ziektes/primaire-ciliaire-dyskinesie-pcd,primaire-ciliaire-dyskinesie-pcd,primaire-ciliaire-dyskinesie-pcd,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kartagener syn|kartagener syndroom|kartagenersyndroom|primaire ciliaire dyskinesie pcd,Kartagener syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"Kartagener syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,11.0,5.7727272727272725,22,2,14.75,6.728813559322034,59,4,8.909090909090908,11.541525423728814
K,KAT6A syndroom,https://www.erfelijkheid.nl/ziektes/kat6a-syndroom,kat6a-syndroom,kat6a-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kat 6a syndroom|kat6 a syndroom|kat6a syn|kat6a syndroom|kat6asyndroom,"KAT6A syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","KAT6A syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,14.0,4.142857142857143,28,2,14.75,6.6440677966101696,59,4,10.057142857142857,11.507627118644068
K,Katwijkse ziekte,https://www.erfelijkheid.nl/ziektes/katwijkse-ziekte,katwijkse-ziekte,katwijkse-ziekte,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,katwijkse ziekte|katwijkseziekte,"Katwijkse ziekte is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Katwijkse ziekte wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.0,4.214285714285714,28,2,13.0,7.153846153846154,52,4,10.085714285714285,10.661538461538463
K,KBG syndroom,https://www.erfelijkheid.nl/ziektes/kbg-syndroom,kbg-syndroom,kbg-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kbg syn|kbg syndroom|kbgsyndroom,KBG syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"KBG syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,11.0,5.454545454545454,22,2,14.75,6.610169491525424,59,4,8.781818181818181,11.49406779661017
K,Keipert syndroom,https://www.erfelijkheid.nl/ziektes/keipert-syndroom,keipert-syndroom,keipert-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,keipert syn|keipert syndroom|keipertsyndroom,"Keipert syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Keipert syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.0,4.214285714285714,28,2,13.0,7.153846153846154,52,4,10.085714285714285,10.661538461538463
K,KIF11 syndroom,https://www.erfelijkheid.nl/ziektes/kif11-syndroom,kif11-syndroom,kif11-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kif 11 syndroom|kif11 syn|kif11 syndroom|kif11syndroom,"KIF11 syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",KIF11 syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.0,4.142857142857143,28,2,13.0,7.115384615384615,52,4,10.057142857142857,10.646153846153846
K,Kleefstra syndroom,https://www.erfelijkheid.nl/ziektes/kleefstra-syndroom,kleefstra-syndroom,kleefstra-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kleefstra syn|kleefstra syndroom|kleefstrasyndroom,Bij Kleefstra syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Kleefstra syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,12.5,4.44,25,2,13.0,7.1923076923076925,52,4,9.276,10.676923076923078
K,Kleurenblindheid,https://www.erfelijkheid.nl/ziektes/kleurenblindheid,kleurenblindheid,kleurenblindheid,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,kleurenblindheid,Bij Kleurenblindheid spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"Kleurenblindheid betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.0,4.583333333333333,24,2,14.5,6.810344827586207,58,4,9.033333333333333,11.424137931034483
K,Klinefelter syndroom,https://www.erfelijkheid.nl/ziektes/klinefelter-syndroom,klinefelter-syndroom,klinefelter-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,klinefelter syn|klinefelter syndroom|klinefeltersyndroom,Bij Klinefelter syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"Klinefelter syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,4.52,25,2,14.75,6.745762711864407,59,4,9.308,11.548305084745763
K,Klippel-Feil syndroom,https://www.erfelijkheid.nl/ziektes/klippel-feil-syndroom,klippel-feil-syndroom,klippel-feil-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,klippel feil syndroom|klippel-feil syn|klippel-feil syndroom|klippel-feilsyndroom,"Klippel-Feil syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","Klippel-Feil syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,14.5,4.206896551724138,29,2,15.0,6.633333333333334,60,4,10.382758620689655,11.653333333333334
